id,code,headline,keywords,orderable,options,ship-weight,taxable,merchant-category,availability,page-title,product-url,family,price,upc,google-base-product-type,description,path,gift-certificate,label,manufacturer-part-number,caption,isbn,name,abstract,condition,sale-price,brand
eagrfosm,"AD8235",,"easy grip foot smoother, rough feet, smooth feet, feet smoother, foot file, helps reach feet, helps smooth feet, helps file foot, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Getting Ready>Bathing Aids","Usually ships the next business day","Easy Grip Foot Smoother smoothes calluses.","http://www.wrightstuff.biz/makinglifeeasier/eagrfosm.html",,19.95,,"Health & Beauty > Personal Care","Easy Grip Foot Smoother makes it easy to reach every part of the foot. Designed to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. One side reduces calluses the other side smoothes rough skin.","Getting Ready:Adaptive Bathing Aids",No,"bocalohahabo buandziai dicathcr","42137823503","The curved shape of the <b>Easy Grip Foot Smoother</b> makes it easy to reach every part of the foot. Specially designed for stiff or arthritic hands. Easy to clean, hygienic stainless steel. One side reduces calluses, the other side smoothes rough skin.

The Easy Grip Foot Smoother and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life.

<h4>Easy Grip Foot Smoother Features:</h4>
<ul>
<li>Dual function: One side reduces calluses, the other side smoothes rough skin.</li>
<li>Easy to clean, hygienic stainless steel.</li>
<li>Curved shape makes it easy to reach every part of the foot.</li>
</ul>
<h4>Easy Grip Foot Smoother Specifications:</h4>
<ul>
<li>Length: 10 1/2"" (27cm).</li>
</ul>",,"Easy Grip Foot Smoother","Specially designed for stiff or arthritic hands.","New",,"The Wright Stuff, Inc."
eagrgato,"AMC300T",,"easy grip garden trowel, peta easi grip trowel, garden trowel, trowel, gardening hand tools, gardening tools, easy grip trowel, easi grip garden trowel, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Easi Grip Trowel Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrgato.html",,11.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Garden Tools Trowel has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening. Soft feel non slip grip provides firm grip even in wet conditions.","Garden Tools",No,"eagrarmsucu baoponsp gardnseatcaddy rightbrush","5036366200131","The <b>Easi Grip Garden Tools Trowel</b> has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening.  

The stainless steel metal section helps prevent soil adhesion. The soft feel non-slip grip prevents the tools from turning in the hand, giving a firmer grip even in wet conditions.  
<h4>Easi Grip Garden Trowel Features:</h4>
<ul>
<li>Stainless steel metal prevents soil adhesion.</li>
<li>Angled handle.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Soft feel non-slip grip.</li>
</ul>
<h4>Easi Grip Garden Trowel Specifications:</h4>
<ul>
<li>Length- 10 in.</li>
<li>Weight- 9 oz.</li>
</ul>

The Easi Grip Garden Trowel can be used with the plug-in arm support cuff which allows the strength of the forearm to also be used.",,"Easi Grip Garden Tools Trowel","Makes digging easier!","New",,"The Wright Stuff, Inc."
eagrgatocu,"AMC300C",,"easy grip garden cultivator, peta easi grip cultivator, garden cultivator, cultivator, gardening hand tools, gardening tools, easy grip cultivator, easi grip garden cultivator, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Easi Grip Cultivator Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrgatocu.html",,11.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Garden Tools Cultivator has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening. Soft feel non slip grip provides firm grip even in wet conditions.","Garden Tools",No,"reachingaids gardnseatcaddy rightbrush","5036366200117","The <b>Easi Grip Garden Tools Cultivator</b> has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening.  

The stainless steel metal section helps prevent soil adhesion. The soft feel non-slip grip prevents the tools from turning in the hand, giving a firmer grip even in wet conditions.  
<h4>Easi Grip Garden Cultivator Features:</h4>
<ul>
<li>Stainless steel metal prevents soil adhesion.</li>
<li>Angled handle.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Soft feel non-slip grip.</li>
</ul>
<h4>Easi Grip Garden Cultivator Specifications:</h4>
<ul>
<li>Length- 9 in.</li>
<li>Weight- 5.6 oz.</li>
</ul>

The Easi Grip Garden Cultivator can be used with the plug-in arm support cuff which allows the strength of the forearm to also be used.",,"Easi Grip Garden Tools Cultivator","Great for raking!","New",,"The Wright Stuff, Inc."
eagrgatofo,"AMC300F",,"easy grip garden fork, peta easi grip fork, garden fork, fork, gardening hand tools, gardening tools, easy grip fork, easi grip garden fork, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Easi Grip Fork Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrgatofo.html",,11.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Garden Tools Fork has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening. Soft feel non slip grip provides firm grip even in wet conditions.","Garden Tools",No,"reachingaids gardnseatcaddy rightbrush","5036366200124","The <b>Easi Grip Garden Tools Fork</b> has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening.


The stainless steel metal section helps prevent soil adhesion. The soft feel non-slip grip prevents the tools from turning in the hand, giving a firmer grip even in wet conditions.  
<h4>Easi Grip Garden Fork Features:</h4>
<ul>
<li>Stainless steel metal prevents soil adhesion.</li>
<li>Angled handle.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Soft feel non-slip grip.</li>
</ul>
<h4>Easi Grip Garden Fork Specifications:</h4>
<ul>
<li>Length- 10 in.</li>
<li>Weight- 9 oz.</li>
</ul>

The Easi Grip Garden Fork can be used with the plug-in arm support cuff which allows the strength of the forearm to also be used.",,"Easi Grip Garden Tools - Fork","Great for transplanting!","New",,"The Wright Stuff, Inc."
eagrgatoseto,"AMC300S",,"easy grip garden cultivator, easy grip garden fork, peta easi grip cultivator, easy grip garden trowel, garden cultivator, cultivator, peta easi grip fork, garden fork, fork, peta easi grip trowel, garden trowel, trowel, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Set of 3 Easi Grip Garden Tools","http://www.wrightstuff.biz/makinglifeeasier/eagrgatoseto.html",,29.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Garden Tools Set of 3 includes an Easi Grip fork, trowel ,and cultivator. Tools have ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening. Soft feel non slip grip provides firm grip even in wet conditions.","Garden Tools",No,"reachingaids rightbrush baoponsp gardnseatcaddy","111248","The <b>Easi Grip Garden Tools Set of 3</b> includes an Easi Grip- fork, trowel ,and cultivator. Each tool has an ergonomically angled handle to keep the hand and wrist in a natural position, taking the strain and discomfort out of gardening.  

The stainless steel metal section helps prevent soil adhesion. The soft feel non-slip grip prevents the tools from turning in the hand, giving a firmer grip even in wet conditions.  
<h4>Easi Grip Garden Trowel Features:</h4>
<ul>
<li>Stainless steel metal prevents soil adhesion.</li>
<li>Keeps hand and wrist in a natural and comfortable position.</li>
<li>Soft feel non-slip grip - Even when wet!</li>
</ul>
<h4>Easi Grip Garden Trowel Specifications:</h4>
<ul>
<li>Set includes - fork, trowel, and cultivator.</li>
</ul>",,"Easi Grip Garden Tools Set of 3","Order the set and save $$$!!","New",,"The Wright Stuff, Inc."
eagrloregato,"AMC300LRC",,"easy grip long reach garden cultivator, peta easi grip long reach cultivator, long reach garden cultivator, longer cultivator, long handled gardening hand tools, long handled gardening tools, easy grip cultivator, easi grip garden cultivator, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Long Reach Easi Grip Cultivator Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrloregato.html",,34.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Long Reach Garden Tools Cultivator is the solution for gardeners who work in a seated position to reach ground level without bending over. Long reach angled handle eliminates the strain on the back and shoulders of those who garden in a seated position.","Garden Tools",No,"reachingaids baoponsp gardnseatcaddy","111243","The <b>Long Reach Garden Tool Cultivator</b> is the solution for gardeners who work in a seated position to  reach ground level without bending over. The Ergonomically angled handle keeps the hand and wrist in a natural and comfortable position, while the length of the tool  eliminates the strain on the back and shoulders of those who garden in a seated position. The ""Soft feel"" non-slip grip handle gives greater comfort and control, even when wet!

Due to the working position and increase weight of the long reach tools, we recommend using the <b>Arm Support Cuff</b> with them. 
<h4>Long Reach Garden Cultivator Features:</h4>
<ul>
<li>Non-slip grip handles.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Eliminates strain while gardening.</li>
</ul>
<h4>Long Reach Garden Cultivator Specifications:</h4>
<ul>
<li>Length - 32 in.</li>
<li>Weight - 18 oz.</li>
</ul>",,"Easi Grip Long Reach Garden Tools - Cultivator","Extra long garden cultivator.","New",,"The Wright Stuff, Inc."
eagrloregato1,"AMC300LRT",,"easy grip long reach garden trowel, peta easi grip long reach trowel, long reach garden trowel, longer trowel, long handled gardening hand tools, long handled gardening tools, easy grip trowel, easi grip garden trowel, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Long Reach Easi Grip Trowel Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrloregato1.html",,34.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Gardening Trowels","Easi Grip Long Reach Garden Tools Trowel is the solution for gardeners who work in a seated position to reach ground level without bending over. Long reach angled handle eliminates the strain on the back and shoulders of those who garden in a seated position.","Garden Tools",No,"reachingaids rightbrush gardnseatcaddy baoponsp","111247","The <b>Long Reach Garden Tool Trowel</b> is the solution for gardeners who work in a seated position to  reach ground level without bending over. The Ergonomically angled handle keeps the hand and wrist in a natural and comfortable position, while the length of the tool  eliminates the strain on the back and shoulders of those who garden in a seated position. The ""Soft feel"" non-slip grip handle gives greater comfort and control, even when wet!

Due to the working position and increase weight of the long reach tools, we recommend using the <b>Arm Support Cuff</b> with them. 
<h4>Long Reach Garden Tool Trowel Features:</h4>
<ul>
<li>Non-slip grip handles.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Eliminates strain while gardening.</li>
</ul>
<h4>Long Reach Garden Tool Trowel Specifications:</h4>
<ul>
<li>Length - 34 in.</li>
<li>Weight - 20 oz.</li>
</ul>",,"Easi Grip Long Reach Garden Tools - Trowel","Extra Long Garden Trowel","New",,"The Wright Stuff, Inc."
eagrloregato2,"AMC300LRH",,"easy grip long reach garden hoe, peta easi grip long reach hoe, long reach garden hoe, longer hoe, long handled gardening hand tools, long handled gardening tools, easy grip hoe, easi grip garden hoe, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Long Reach Easi Grip Hoe Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrloregato2.html",,34.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Long Reach Garden Tools Hoe is the solution for gardeners who work in a seated position to reach ground level without bending over. Long reach angled handle eliminates the strain on the back and shoulders of those who garden in a seated position.","Garden Tools",No,"reachingaids baoponsp gardnseatcaddy","111245","The <b>Long Reach Garden Tool Hoe</b> is the solution for gardeners who work in a seated position to  reach ground level without bending over. The Ergonomically angled handle keeps the hand and wrist in a natural and comfortable position, while the length of the tool  eliminates the strain on the back and shoulders of those who garden in a seated position. The ""Soft feel"" non-slip grip handle gives greater comfort and control, even when wet!

Due to the working position and increase weight of the long reach tools, we recommend using the <b>Arm Support Cuff</b> with them. 
<h4>Long Reach Garden Tool Hoe Features:</h4>
<ul>
<li>Non-slip grip handles.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Eliminates strain while gardening.</li>
</ul>
<h4>Long Reach Garden Tool Hoe Specifications:</h4>
<ul>
<li>Length - 31 in.</li>
<li>Weight - 20 oz.</li>
</ul>",,"Easi Grip Long Reach Garden Tools - Hoe","Extra long garden hoe","New",,"The Wright Stuff, Inc."
eagrloregato3,"AMC300LRF",,"easy grip long reach garden fork, peta easi grip long reach fork, long reach garden fork, longer fork, long handled gardening hand tools, long handled gardening tools, easy grip fork, easi grip garden fork, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Long Reach Easi Grip Fork Garden Tool","http://www.wrightstuff.biz/makinglifeeasier/eagrloregato3.html",,34.95,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Long Reach Garden Tools Fork is the solution for gardeners who work in a seated position to reach ground level without bending over. Long reach angled handle eliminates the strain on the back and shoulders of those who garden in a seated position.","Garden Tools",No,"reachingaids baoponsp gardnseatcaddy bedmoai","111244","The <b>Long Reach Garden Tool Fork</b> is the solution for gardeners who work in a seated position to  reach ground level without bending over. The Ergonomically angled handle keeps the hand and wrist in a natural and comfortable position, while the length of the tool  eliminates the strain on the back and shoulders of those who garden in a seated position. The ""Soft feel"" non-slip grip handle gives greater comfort and control, even when wet!

Due to the working position and increase weight of the long reach tools, we recommend using the <b>Arm Support Cuff</b> with them.
<h4>Long Reach Garden Tool Fork Features:</h4>
<ul>
<li>Non-slip grip handles.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Eliminates strain while gardening.</li>
</ul>
<h4>Long Reach Garden Tool Fork Specifications:</h4>
<ul>
<li>Length - 35 in.</li>
<li>Weight - 18.5 oz.</li>
</ul>",,"Easi Grip Long Reach Garden Tools - Fork","Extra Long Garden Fork.","New",,"The Wright Stuff, Inc."
eagrloregato4,"AMC300LRS",,"easy grip long reach garden cultivator, easy grip long reach garden fork peta, easy grip long reach garden trowel, easy grip long reach garden hoe, long handled gardening hand tools, long handled gardening tools, easy grip cultivator, easi grip garden cultivator, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Garden Tools","Usually ships the next business day","Set of 4 Long Reach Easi Grip Garden Tools","http://www.wrightstuff.biz/makinglifeeasier/eagrloregato4.html",,134.99,,"Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Cultivating Tools","Easi Grip Long Reach Garden Tools Set of 4 includes cultivator,fork, trowel, and hoe. Long reach angled handle eliminates the strain on the back and shoulders of those who garden in a seated position.","Garden Tools",No,"reachingaids baoponsp gardnseatcaddy rightbrush","111246","The <b>Easi Grip Long Reach Garden Tools Set of 4</b> are the solution for gardeners who work in a seated position to  reach ground level without bending over. The Ergonomically angled handle keeps the hand and wrist in a natural and comfortable position, while the length of the tool  eliminates the strain on the back and shoulders of those who garden in a seated position. The ""Soft feel"" non-slip grip handle gives greater comfort and control, even when wet!

Due to the working position and increase weight of the long reach tools, we recommend using the <b>Arm Support Cuff</b> with them.
<h4>Easi Grip Long Reach Garden Tools Set of 4 Features:</h4>
<ul>
<li>Non-slip grip handles.</li>
<li>Keeps hand and wrist in a natural position.</li>
<li>Eliminates strain while gardening.</li>
</ul>
<h4>Easi Grip Long Reach Garden Tools Set of 4 Specifications:</h4>
<ul>
<li>Set of 4 includes one of each : <br>
cultivator,fork, trowel, and hoe.</li>
</ul>

Arm Support Cuff is not included.",,"Easi Grip Long Reach Garden Tools Set of 4","Order the set and save $$!","New",,"The Wright Stuff, Inc."
eagrnacl,"AD8220",,"easy grip nail clippers, easygrip nail clippers, grooming tools, nail clippers for weak hands, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,Yes,"Getting Ready>Nail Care Aids","Usually ships the next business day","Easy Grip Nail Clippers :: grooming aid.","http://www.wrightstuff.biz/makinglifeeasier/eagrnacl.html",,19.95,,"Health & Beauty > Personal Care","Easy Grip Nail Clippers designed specifically to assist people who have problems gripping and manipulating clippers. No twisting or flipping the handle to open the clippers, and no more painful bending or turning your wrist to get the right angle for cutting each nail.","Web Specials:Discontinued Items",No,"bocalohahabo buandziai bahipkitwi32","42137822001","The <b>Easy Grip Nail Clippers</b> are specially designed for stiff or arthritic hands. Ready to use, right out of the easy to open package. No twisting or flipping the handle to open the clippers, and no more painful bending or turning your wrist to get the right angle for cutting each nail. Angled shape allows for a comfortable hand position. Improved clipping design means less squeezing to cut the nail. Bulb-shaped handle with finger scoops provides 3 grip choices: power grip, pinch grip and lateral grip. Blade-bumpers keep fingers stable and prevent accidental cuts. Larger blade width reduces the number of cuts necessary to trim each nail. Overall length 3.5 inches.

Easy Grip Nail Clippers and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life.

<h4>Easy Grip Nail Clippers Features:</h4>
<ul>
<li>Gentle on hands.</li>
<li>Soft rubber grip handles.</li>
<li>Blade bumpers add stability and help prevent injury.</li>
</ul>
<h4>Easy Grip Nail Clippers Specifications:</h4>
<ul>
<li>Easy to clean, hygienic stainless steel.</li>
<li>45° blade angle allows for a comfortable and stable hand position.</li>
<li>Nail Clippers are 3.5"" long.</li>
</ul>",,"Easy Grip Nail Clippers","Specially designed for stiff or arthritic hands","New",,"The Wright Stuff, Inc."
eagrpotiptw,"AD8241",,"easy grip point tip tweezers, easygrip point tip tweezers, easy grip tweezers with point tip, tweezers for weak hands, tweezers for weak grasp, for the disabled, handicapped, elderly, seniors, physically impaired, easy to grip point tip tweezers",Yes,,,Yes,"Getting Ready>Hygiene Aids","Usually ships the next business day","Easy Grip Tweezers with Pointed Tip","http://www.wrightstuff.biz/makinglifeeasier/eagrpotiptw.html",,15.95,,"Health & Beauty > Personal Care","Easy Grip Point Tip Tweezers precision tips with unique gripping surface to tweeze fine and tiny hair. Designed specifically to assist people who have problems gripping and manipulating clippers.","Getting Ready:Adaptive Grooming and Hygiene Aids",No,"bocalohahabo buandziai bahipkitwi32","42137824104","The <b>Easy Grip Point Tip Tweezers</b> are specially designed for stiff or arthritic hands. Ready to use, right out of the easy to open package. Rounded back rests in the palm of the hand for stability and control. Comfortable, soft rubber finger and thumb grips. Precision tips with unique gripping surface to tweeze fine and tiny hair. Alignment feature keeps tips perfectly matched for lasting accuracy, increases precision, prevents tips from slipping side-to-side and maintains alignment if tweezers are dropped. Easy action reduces painful pinching motion. Overall length 4.25 inches.

Easy Grip Point Tip Tweezers and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life.

<h4>Easy Grip Point Tip Tweezers Features:</h4>
<ul>
<li>Rounded back rests in the palm of hand for stability and control.</li>
<li>Comfortable, soft rubber finger and thumbs grips.</li>
<li>Easy action reduces painful pinching motion.</li>
</ul>
<h4>Easy Grip Point Tip Tweezers Specifications:</h4>
<ul>
<li>Overall length 4.25 inches.</li>
<li>Long lasting stainless steel action surfaces.</li>
</ul>",,"Easy Grip Point Tip Tweezers","Specially designed for stiff or arthritic hands.","New",,"The Wright Stuff, Inc."
eagrsc,"AMI307;Size:Long (AMI307L)=AMI307L&Size:Pointed (AMI307P)=AMI307P&Size:Round (AMI307R)=AMI307R",,"easy grip scissors, easygrip scissors, loop handle easy grip scissors, scissors for weak hands, scissors for weak grasp, for the disabled, handicapped, elderly, seniors, physically impaired, easy to grip scissors",Yes,"Size ""Long (AMI307L)"" ""Pointed (AMI307P)"" ""Round (AMI307R)""",,Yes,"Around the House>Adapted Scissors","Usually ships the next business day","Easy Grip Scissors for left or right hand use.","http://www.wrightstuff.biz/makinglifeeasier/eagrsc.html",,12.95,"742645013693","Office Supplies > Office Instruments > Scissors","Easy Grip Scissors are ideal for people with decreased hand strength. Use your whole hand to gently close these scissors, and the plastic spring opens them automatically. Scissors can be used in either hand.","Around the House:Adapted Scissors",No,"ersofpe buandziai typeaid",,"Lightweight <b>Easy Grip Scissors</b> are ideal for people with decreased hand strength. Use your whole hand to gently close these scissors, and the plastic spring opens them automatically. These scissors can be used in either hand - great for lefties. Also included is a blade protector/hang-up holder. Stainless steel blades.
<h4>Easy Grip Scissor Specifications:</h4>
<ul>
<li>Long model measures 9 inches as overall length, with 3 inch long pointed blades.</li>
<li>Shorter pointed model measures 7 1/2 inches long with 2 1/2 inch pointed blades.</li>
<li>Rounded Safety blades measures 8 inches overall with 2 inch round tip blades.</li>
</ul>",,"Easy Grip Scissors","Lightweight scissors are ideal for people with decreased hand strength. Use your whole hand to gently close these scissors, and the plastic spring opens them automatically.","New",,"The Wright Stuff, Inc."
eagrsltiptw,"AD8240",,"easy grip slant tip tweezers, easygrip slant tip tweezers, easy grip tweezers with slant tip, tweezers for weak hands, tweezers for weak grasp, for the disabled, handicapped, elderly, seniors, physically impaired, easy to grip tweezers",Yes,,,Yes,"Getting Ready>Hygiene Aids","Usually ships the next business day","Easy Grip Tweezers with Slant Tip","http://www.wrightstuff.biz/makinglifeeasier/eagrsltiptw.html",,15.95,,"Health & Beauty > Personal Care","Easy Grip Slant Tip Tweezers precision tips with unique gripping surface to tweeze fine and tiny hair. Designed specifically to assist people who have problems gripping and manipulating clippers.","Getting Ready:Adaptive Grooming and Hygiene Aids",No,"bocalohahabo buandziai bahipkitwi32","42137824005","The <b>Easy Grip Slant Tip Tweezers</b> are specially designed for stiff or arthritic hands. Ready to use, right out of the easy to open package. Rounded back rests in the palm of the hand for stability and control. Comfortable, soft rubber finger and thumb grips. Precision tips with unique gripping surface to tweeze fine and tiny hair. Alignment feature keeps tips perfectly matched for lasting accuracy, increases precision, prevents tips from slipping side-to-side and maintains alignment if tweezers are dropped. Easy action reduces painful pinching motion. Overall length 4.25 inches.

The <b>Easy Grip Slant Tip Tweezers</b> and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life.

<h4>Easy Grip Slant Tip Tweezers Features:</h4>
<ul>
<li>Comfortable, soft rubber finger and thumb grips.</li>
<li>Easy action reduces painful pinching motion.</li>
<li>Rounded back rests in the palm of hand for stability and control.</li>
</ul>
<h4>Easy Grip Slant Tip Tweezers Specifications:</h4>
<ul>
<li>Overall length: 4.25 inches.</li>
</ul>",,"Easy Grip Slant Tip Tweezers","Comfortable, soft rubber finger and thumb grips.","New",,"The Wright Stuff, Inc."
eagrtoenacl,"AD8230",,"easy grip toe nail clippers, easygrip toe nail clippers, easy grip toenail clippers, toe nail clippers, for the disabled, handicapped, elderly, seniors, physically impaired",No,,,Yes,"Getting Ready>Nail Care Aids","Usually ships the next business day","Easy Grip Toe Nail Clippers :: grooming aid.","http://www.wrightstuff.biz/makinglifeeasier/eagrtoenacl.html",,19.95,,"Health & Beauty > Personal Care","Easy Grip Toe Nail Clippers designed specifically to assist people who have problems gripping and manipulating clippers. No twisting or flipping the handle to open the clippers, and no more painful bending or turning your wrist to get the right angle for cutting each nail.","Web Specials:Discontinued Items",No,"bocalohahabo buandziai bahipkitwi32","42137823107","The <b>Easy Grip Toenail Clippers</b> are specially designed for stiff or arthritic hands. Ready to use, right out of the easy to open package. No twisting or flipping the handle to open the clippers, and no more painful bending or turning your wrist to get the right angle for cutting each nail. Angled shape allows for a comfortable hand position. Improved clipping design means less squeezing to cut the nail. Bulb-shaped handle with finger scoops provides 3 grip choices: power grip, pinch grip and lateral grip. Blade-bumpers keep fingers stable and prevent accidental cuts. Larger blade width reduces the number of cuts necessary to trim each nail. Even the thickest toenails are cut quickly and easily with our Easy Grip Toenail Clippers. Overall length 4.25 inches.

Easy Grip Nail Clippers and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life.

<h4>Easy Grip Toe Nail Clipper Features:</h4>
<ul>
<li>Soft rubber grip handles.</li>
<li>Blade bumpers add stability and help prevent injury.</li>
<li>Angled head to reduce stress on wrist and hands.</li>
</ul>
<h4>Easy Grip Toe Nail Clipper Specifications:</h4>
<ul>
<li>Toenail Clippers are 4.25"" long.</li>
<li>Easy to clean, hygienic stainless steel.</li>
</ul>",,"Easy Grip Toe Nail Clippers","Specially designed for stiff or arthritic hands","New",,"The Wright Stuff, Inc."
eaknandut,"eaknandut",,,No,,,No,"In the Kitchen>Adapted Knives>Easi-Grip Knives and Utensils","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/",,,,"knives",,"In the Kitchen:Adaptive Knives",No,,,"The contoured handles of these Easi-Grip Knives and Utensils are molded in a soft feel plastic, which gives a firm comfortable grip in either hand. The stainless steel tools are set at 90 degrees from the handle, keeping the hand and wrist in a neutral stress free position. Easi-Grip Knives and Kitchen Tools are supremely comfortable for everyone to use, but will be particularly beneficial for those with arthritis, Repetitive Strain Injury, Carpal Tunnel Syndrome or other conditions which weaken the hand and wrist. All items are dishwasher safe.
",,"Easi-Grip Knives and Utensils","Ergonomic handles aid in keeping the hand and wrist in a neutral stress free position. ","New",,"The Wright Stuff, Inc."
eaonutho,"NC28433",,"easy on utensil holder, utensil holder, eating utensil holder, adapted eating utensils, utensil holder, for the disabled, handicapped, elderly, seniors, physically impaired, helps hold utensils, holds eating utensils",Yes,,,Yes,"In the Kitchen>Eating Utensil Holders","Usually ships the next business day","Easy on Utensil Holder helps hold utensils.","http://www.wrightstuff.biz/makinglifeeasier/eaonutho.html",,19.95,,"Home & Garden > Kitchen & Dining","Easy on Utensil Holder hand strap with utensil pouch assists people with limited or no grip to use eating and writing utensils. No grasping is required to hold utensils. Can also be used to hold combs and other objects.","In the Kitchen:Eating Utensil Holders",No,"clpr adplplguandb bathingaids bedmoai","111785","The <b>Easy on Utensil Holder</b> hand strap with utensil pouch assists people with limited or no grip to use eating and writing utensils.  No grasping is required to hold utensils.  Can also be used to hold combs and other objects.  Cone shaped plastic grip has hook and loop closures on D ring strap.  Can be adjusted to fit palms 7-9 inches.

<h4>Easy on Utensil Holder Features:</h4>
<ul>
<li>Assists people with limited or no grip to use eating and writing utensils.</li>
<li>No grasping is required to hold utensils.</li>
<li>Can also be used to hold combs and other objects.</li>
</ul>
<h4>Easy on Utensil Holder Specifications:</h4>
<ul>
<li>Can be adjusted to fit palms 7-9 inches.</li>
<li>Hook-and-loop closures on D ring strap.</li>
</ul>",,"Easy on Utensil Holder","Adjustable cuff with large cone grip.","New",,"The Wright Stuff, Inc."
